年度,科目,題號,題目
114,數學,23,23.如圖(十六)，∆ABC的三個頂點都在一圓上，固定A點將∆ABC依順時針方向旋轉，旋轉後的三角形為∆AB′C′，且B′會落在同一圓上，其中AB與AC′的夾角為x°。若BC=54°，CA=62°，則x值為何？(A)27(B)31(C)32(D)37
114,數學,24,24.小桃騎乘該自行車時，原本使用的前齒輪為33齒，後齒輪為21齒。根據上文，他從原本的前後齒輪組合切換成下列四種組合中的哪一種後，踩起來最費力？(A)前齒輪不變，後齒輪切換為18齒(B)前齒輪不變，後齒輪切換為24齒(C)前齒輪切換為22齒，後齒輪不變(D)前齒輪切換為44齒，後齒輪不變
114,數學,25,25.即使是不同的前齒輪齒數與後齒輪齒數的組合，仍可能產生相同的齒輪比，因此小桃這輛18段變速自行車實際上只能夠產生14種不同的齒輪比。根據上文，判斷這輛自行車切換前齒輪齒數與後齒輪齒數的組合時，下列哪一個齒輪比有最多種組合？11(A)611(B)711(C)811(D)
114,社會,1,1.一國若發生重大自然災害，可能會直接衝擊該國的經濟活動，而成為較脆弱的投資環境。臺灣因位於地震帶常發生地震，且易受颱風侵襲，於2015年被某金融機構列為最脆弱的十個國家之一。下列哪一國家最可能也因為常發生上述二種自然災害而列名其中？(A)日本(B)伊朗(C)北韓(D)澳洲
114,社會,2,2.2019年底，臺灣的農場與牧場，正式迎來首批合法的農業移工，其中2名是酪農移工，其餘5名則是外展農業移工。外展農業移工意指由農會、漁會、農林漁牧有關之合作社，或非營利組織等「外展機構」所聘僱的外國人，並由外展機構指派其至服務的場所從事農務工作。上述政策的推行主要是為了因應下列何項問題？(A)農業勞動力老化(B)農產品的安全性(C)農村失業率偏高(D)稻米的生產過剩
114,社會,3,3.某部電影描述主角與母親及只會說華語的祖母，同住在美國舊金山華人聚集的街區，並出現拿筷子吃飯、與家人共度春節及清明節等原鄉文化情節，而主角雖然從小在美國長大，但在生活中仍經常使用華語。上述電影情節的文化意涵及傳播方式，與下列何者呈現的概念最相近？(A)利用國際婦女節倡導家務分工性別平權理念(B)來自泰、緬的新住民與移工齊聚慶祝潑水節(C)推行國語運動貶低母語所產生的不平等現象(D)華人認為烏鴉象徵厄運，在日本則象徵吉祥
114,社會,4,4.圖(一)是某行政區內名為挖仔的聚落地圖。根據該聚落所處環境特色判斷，其地名代表的意義最可能為下列何者？(A)位於岬灣海岸的灣澳(B)鄰近溪流河道的轉彎處(C)位處高山之間的小谷地(D)台地上的低窪地蓄水成湖
114,社會,5,5.某研究於2018年調查發現，臺灣不同地區民眾對於各種社會議題的關注傾向與程度有所差異，其中部分地區的民眾對於自身周遭環境的議題更加關切，例如離島地區。下列何者最可能為離島地區民眾較為關注的議題？(A)適當管制房價，降低民眾租屋或購屋的負擔(B)落實區域間資源分配，讓民眾獲得同等醫療品質(C)管制重工業廢水的排放，避免造成土壤重金屬汙染(D)大規模土石流或崩塌，可能導致建築物毀損及人員傷亡
114,社會,6,6.圖(二)是臺灣歷史上某地區的地圖。根據內容判斷，此圖最有可能出自下列何者？(A)大航海時代的〈熱蘭遮城鎮鳥瞰圖〉(B)清帝國統治時期的《淡水廳志》(C)日本統治時期的〈臺北州大觀〉(D)戰後臺灣的《最新版臺灣街道圖》圖(二)
114,社會,7,7.中國史上某作家發表了一部著作，他在書中提倡表(ㄧ)六項女性應當恢復的自然權利，如表(一)所示。該著作所提倡的主張，最可能與下列何者有關？(A)隋唐時期，西域民族風俗傳入中國(B)宋元時期，朱熹學術成就受到推崇(C)明末清初，中國引入西方科學知識(D)晚清時期，近代歐洲思潮傳入中國
114,社會,8,8.「十一世紀時，旅居中國的穆斯林商人，在生活方面可以依照自身的習俗行事，例如他們在廣州的清真寺高塔上，懸掛旗幟、燈火來指引船隻出入港口。但在貿易方面，仍須受到官方機構的管轄，此機構負責收取關稅、接運貢品，並執行香料、珊瑚及象牙等進口商品的專賣，監督商家船隻的活動。」上述的「機構」最可能是下列何者？(A)洋行(B)驛站(C)市舶司(D)總理各國事務衙門
114,社會,9,9.「巴黎和會引起中國強烈的民族情緒，在部分知識分子的心中，西方角色從啟蒙者轉變為壓迫者，因此他們逐漸對維護帝國主義、資本主義的西方國家感到失望。在五四運動後，有些知識分子開始轉向世界革命理論，試圖從俄國革命家對於受壓迫民族的呼籲，以及俄國新政權宣布放棄沙皇時代在中國特權的聲明中，找到改變中國的出路。」上述內容最可能與下列何者有關？(A)中華民國的建立(B)西安事變的發生(C)中國共產黨的成立(D)文化大革命的發動
114,社會,10,10.圖(三)是一幅歷史上的木刻版畫。根據畫中(cid:514)(cid:1187)(cid:5313)(cid:1663)(cid:6176)(cid:516)(cid:567)內容判斷，作者的立場最可能是下列何者？(A)強調君士坦丁堡教會擁有基督教的領導權(B)支持路德教派所提出因信得救的信仰主張(C)主張只有希伯來民族能作為耶和華的選民(D)認同羅耀拉等人所提倡天主教改革的理念
114,社會,11,11.一間跨國咖啡公司打算在某國的傳統文化觀光區設立分店，但卻因為品牌形象與當地建築、傳統飲食習慣不同而引發居民抗議。該公司為此改變店面沿用的品牌風格，除了採用相容於該區環境的色系，還將原本的英文招牌改用當地文字呈現，並增加販售具當地料理特色的創意餐點，希望透過這些舉動降低當地的反彈聲浪。上述跨國公司的舉動，與下列何者最相符？(A)成立跨國企業，強化國際分工(B)憑藉強勢文化，推動產業轉型(C)尊重多元文化，促進文化融合(D)凝聚社區認同，發展社區組織
114,社會,12,12.美國於2022年6月21日起，禁止進口來自中國新疆的商品，因為美國政府認為這些商品是強迫維吾爾人勞動的產物。如果企業想要繼續將在新疆生產的商品出口至美國，則必須提出充足的證據，證明商品的生產過程沒有涉及強迫勞動問題。美國執行上述管制措施的主要理由，最可能是下列何者？(A)擴大對外貿易的出超金額(B)減少全球化下的貿易障礙(C)保障旅外國民的工作權益(D)避免侵害人權的商業行為
114,社會,13,13.某大學於學期末時，在校內美食街設立意見回饋箱，消費者有任何建議都可以寫在意見單上投入回饋箱中，學校會參考這些回饋的意見，藉以改善未來美食街的營運方式。根據上述內容判斷，下列何項回饋意見最能提升市場的競爭程度？(A)廠商應提供校內師生購買餐點九折優惠(B)應要求廠商提供餐點食材的生產履歷證明(C)希望廠商販售份量較少且價格較便宜的餐點(D)學校應招募更多廠商進駐美食街提供多元餐點
114,社會,14,14.一對姊妹先後結婚了，圖(四)是他們之間關係的示意圖。根據圖中內容判斷，甲、乙、丙、丁四人之間最不可能存在下列何種親屬關係？(A)配偶(B)姻親(C)直系血親(D)旁系血親圖(四)
114,社會,15,15.表(二)是恬恬為了製作課堂報告所蒐表(二)集的資料，統計針對某候選人的新聞占播報時間比例(%)電視臺在各電視臺報導時間中所占比例。根總比例正面報導負面報導據表中資料判斷，下列何者最可能是水果臺36284恬恬探究這份資料後，建議閱聽人應FNews1246注意的事項？西水新聞732(A)覺察媒體的報導內容與事實不符W電視28421(B)解讀媒體報導中的性別刻板印象統計時間：(C)留意媒體業者是否持有特定的立場5/1-5/7每日19:00~20:00的新聞(D)關注媒體是否善盡監督政府的責任
114,社會,16,16.圖(五)為中國於2019至2025年間規劃推動的「西部陸海新通道」，該通道利用鐵路、公路及海運等多種運輸方式以促進物流效率與經濟發展。根據圖中資訊判斷，上述通道的推動最可能具有下列何項效益？(A)連結經北極海通往歐洲的航線(B)節省與美墨加協定成員的海運時間(C)增進與東南亞國協成員的貿易往來(D)避免來自西亞的石油運輸受制於他國
114,社會,17,17.小荃想造訪一處風景優美的祕境，但在抵達祕境的入口處，見有一告示牌寫著「上游水壩不定時洩洪，請勿進入溪谷以確保生命安全」，於是決定避開危險另覓他處。圖(六)為上述祕境附近的等高線地形圖，圖中甲、乙、丙、丁何者最可能為該祕境所在地點？(A)甲(B)乙(C)丙(D)丁
114,社會,18,18.近年來由於新冠肺炎疫情造成嚴重的通貨膨脹，使得甲地的房價及物價高漲，影響其生活品質。此外，因為在鄰國的乙地1天的薪水，在甲地約1小時就賺得到，於是有一部分的甲地人搬至乙地居住，再利用遠距工作或每天通勤至甲地上班，藉以降低房租及生活消費。上述甲地與乙地依序最可能位於何國？(A)法國、英國(B)美國、墨西哥(C)土耳其、希臘(D)馬來西亞、新加坡
114,社會,19,19.圖(七)為2022年世界及甲區域的人口年齡及性別資料，根據人口組成判斷，甲區域最可能為下列何者？圖(七)(A)歐洲(B)北美洲(C)東北亞(D)漠南非洲
114,社會,20,20.圖(八)是博物館展覽對臺灣歷史上某陶製漏斗狀工具使用方式的介紹。此種工具在十八至十九世紀之間，最多被用於圖(九)中何處？(A)甲(B)乙(C)丙(D)丁
114,社會,21,21.以下是學者對於中國史上某制度的論述：「此制度的基本涵義是指統治者透過任用非世襲的官員，建立中央集權的政府。這個制度初步發展於東周，在秦王朝統一天下後全面施行，隋唐等朝代都繼續沿用，也影響了周遭的日本、朝鮮，是中國重要的制度。」根據上述內容判斷，該制度最可能是下列何者？(A)郡縣制度(B)封建制度(C)科舉制度(D)九品官人法
114,社會,22,22.圖(十)是某報紙報導的部分內容，標題中的「？」最適合填入下列何者？(A)辛亥革命(B)北伐統一(C)八年抗戰&援朝：援助朝鮮。(D)抗美援朝圖(十)
114,社會,23,23.「1989年8月19日，奧地利及匈牙利曾在邊界上相鄰的兩個小鎮間，舉辦一場野餐交流活動。活動中，兩鎮之間的木製國界圍籬會被打開三小時，象徵支持沒有隔閡的歐洲。然而，這場野餐會卻成為政治性的脫逃活動。當圍籬一打開，從其他國家特別前來此地的數百男女就迅速衝過邊界，逃離受到共產集團控制、實施計畫經濟的家鄉，抵達了『自由的歐洲』。」上述利用野餐脫逃的民眾，最可能來自圖(十一)中甲、乙、丙、丁何地？圖(十一)(A)甲(B)乙(C)丙(D)丁
114,社會,24,24.某國中學生自治組織選舉前，針對二種投票表(三)方式進行調查，其中願意投票的人數比例如投票方式實體網路表(三)所示。根據上述內容判斷，關於此一年級投票投票調查結果，下列敘述何者最適當？七48%93%(A)實體投票比網路投票更能形成民意八49%95%(B)使用科技可能有洩漏個人資料的風險九42%90%(C)實體投票比網路投票更符合無記名原則(D)使用科技能提升學生參與公共事務的程度&實體投票：設置投票箱
114,社會,25,25.下列是某地方政府勞工局處理一件勞資糾紛的部分過程：勞工局：「根據貴公司的員工出勤紀錄，員工確實常加班工作，依法雇主應給付加班費。」雇主：「可是我又沒強迫員工留下來加班，有時候他們留在公司也不一定是為了工作，只是下班後不想那麼早離開而已。」勞工局：「依照《勞動事件法》規定，出勤紀錄內記載的勞工出勤時間，都預設勞工是經雇主同意而加班工作。若雇主認為員工並非因加班工作而留在公司，則須由雇主提出證明。」根據上述《勞動事件法》的規定判斷，下列何者最可能是當初立法時考量的理由？(A)消除職場上出現的性別歧視行為(B)確保勞工可維持基本的生活水準(C)禁止超時工作以保障童工的身心健康(D)平衡勞資雙方之間權力不對等的關係
114,社會,26,26.圖(十二)是甲國在近三十年間，三種已婚女性的勞動力參與率。根據圖中資訊，可推論出該國社會存在下列何種現象？&勞動力參與率：15歲以上民間人口中，已有工作者及正在找工作者的比率。圖(十二)(A)家務勞動影響了女性參與市場勞動的機會(B)外籍配偶增多影響了該國女性的工作機會(C)家庭型態變遷使女性承擔較多的家務勞動(D)女性投入家務勞動的總時數比市場勞動多
